n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio
18,44,4,3,4,200,True,9.357500239275396,6.600499618798494,1.4176957472468978
18,45,5,3,5,200,True,8.635999984107912,6.772500346414745,1.2751568168881193
18,46,9,4,9,10,True,387.29000370949507,8.899997919797897,43.51574092483492
18,47,7,3,7,200,True,8.089499897323549,4.248000332154334,1.9043077365347179
18,48,3,3,3,200,True,6.8789999932050705,3.9084994932636614,1.760010460551702
18,49,3,3,3,200,True,3.9560004370287065,4.224500153213739,0.9364422519950023
18,50,3,3,3,200,True,4.6675000339746475,4.009500262327492,1.1641101704942127
18,51,4,3,4,200,True,9.067000355571508,8.200499578379095,1.105664388969298
18,52,2,3,2,200,True,6.168499821797013,7.0909998612478375,0.869905505922759
18,53,7,3,7,200,True,8.387500420212746,7.469500415027142,1.1228997863550247
