n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio
16,187,8,2,16,40,True,47.974998597055674,61.60249758977444,0.7787833362947799
16,188,3,2,16,200,True,24.324500118382275,36.60899994429201,0.6644404423883995
16,189,6,2,16,40,True,26.000000070780516,22.175000049173832,1.1724915451239961
16,190,7,2,16,40,True,78.47999804653227,68.68999917060137,1.142524370274282
16,191,4,2,16,200,True,22.108000121079385,35.0475002778694,0.6308010541636087
16,192,6,2,16,40,True,54.63500274345279,62.902498757466674,0.8685664929482231
16,193,6,2,16,40,True,31.234999187290665,37.59999817702919,0.8307181037677
16,194,2,2,16,200,True,20.76850039884448,28.3140002284199,0.7335064007663001
16,195,4,2,16,40,True,44.0125004388392,40.462499600835145,1.0877355791912267
16,196,5,2,16,200,True,48.58449974562973,45.271499548107386,1.0731807037670977
16,197,7,2,16,40,True,70.05500083323568,58.372499188408256,1.2001370817980561
16,198,8,2,16,200,True,61.67449988424779,61.49300024844706,1.0029515495270587
16,199,6,2,16,200,True,46.697999932803214,39.71249971073121,1.1759018010186946
16,200,2,2,16,200,True,17.67300011124462,26.945999707095325,0.655867301393573
16,201,7,2,16,40,True,61.3949989201501,59.377501020208,1.0339774807844386
16,202,8,2,16,200,True,44.18149997945875,46.68299981858581,0.9464151864951243
16,203,1,2,16,200,True,9.383999858982861,20.332499989308417,0.4615271050740104
16,204,4,2,16,200,True,29.767999658361077,29.787499806843698,0.9993453579988563
16,205,4,2,16,200,True,24.40550015307963,17.882499960251153,1.3647700381561674
16,206,8,2,16,40,True,71.35749910958111,70.69999992381781,1.0092998470505203
16,207,2,2,16,200,True,10.314999963156879,22.034499561414123,0.4681295318011246
16,208,5,2,16,200,True,22.452999837696552,22.082499926909804,1.0167779876378604
16,209,8,2,16,40,True,81.0600002296269,87.3225013492629,0.9282830768373441
16,210,7,2,16,40,True,62.04249802976847,48.61250054091215,1.2762663376584313
16,211,2,2,16,200,True,10.07449987810105,18.16999982111156,0.554457896383443
16,212,8,2,16,40,True,65.8750010188669,67.31500034220517,0.9786080470026319
16,213,6,2,16,200,True,42.68150019925088,36.33700020145625,1.1746016446767766
16,214,7,2,16,40,True,80.76749800238758,90.04499879665673,0.89696817237768
16,215,7,2,16,40,True,39.132501115091145,54.08500146586448,0.7235370260605328
16,216,9,2,16,40,True,66.85499974992126,63.20499815046788,1.0577486228346067
16,217,0,2,16,200,True,2.9165000887587667,35.324000054970384,0.08256426464217465
16,218,7,2,16,200,True,52.423999877646565,43.93049981445074,1.1933394816601182
