trial,ambient_n,live_k,fixed_count,program_slots,program_ops,full_raw_us,bind_hit_us,prebound_eval_us,prekey_lookup_us,key_sort_hash_us,cm_wrapper_us,full_minus_prebound_us
77,32,3,29,7,4,6.912333192303777,5.295999969045321,1.4326667102674644,0.6763330505539974,4.635666652272145,4.271999932825565,5.479666482036312
78,24,6,18,15,8,6.564333646868666,3.3173333698262772,2.279000279183189,0.5036666213224331,2.135666630541285,8.209666702896357,4.285333367685476
78,32,6,26,15,8,8.142333244904876,4.450333071872592,2.0866666454821825,0.617333377401034,3.5303334395090737,5.671333443994323,6.055666599422693
79,24,7,17,17,9,8.242666566123564,3.849333152174949,3.3276667818427086,0.45199994929134846,2.236999959374468,8.97500004308919,4.914999784280855
79,32,7,25,17,9,7.037666315833727,5.649666612346968,2.954999993865689,0.7606666379918655,3.8096665715177855,8.674000079433124,4.082666321968038
80,24,5,19,13,6,5.313333046312134,2.8496666345745325,1.329333366205295,0.47933349075416726,2.5136667924622693,6.616666602591673,3.9839996801068387
80,32,5,27,13,6,6.191333523020148,4.7259998973459005,1.3353330238411825,0.8610003472616274,3.464666660875082,7.693999990200003,4.856000499178966
81,24,8,16,19,9,8.339333192755777,2.7296668849885464,3.1836668495088816,0.4939998810489972,2.037999996294578,9.751666414861878,5.155666343246896
81,32,8,24,19,9,8.56833338427047,3.6893334860603018,2.6290002278983593,0.5953332098821799,4.135666725536187,9.672666589419046,5.939333156372111
82,24,8,16,18,9,7.860666761795679,2.9090000316500664,2.4560000747442245,0.44766658296187717,2.7473332981268563,7.4440000268320246,5.404666687051455
