n,trial,live_k,repr,output_k,reps,ok,cm_us,bitset_us,ratio,cudd_backend,cudd_is_cudd,cudd_status,cudd_ok,cudd_build_best_us,cudd_build_median_us,cudd_nodes,autoref_backend,autoref_is_cudd,autoref_status,autoref_ok,autoref_build_best_us,autoref_build_median_us,autoref_nodes
30,62,11,3,11,200,True,5.478414241224527,5.258708260953426,1.0417794578760806,dd.cudd,True,ok,True,18.13005656003952,20.739855244755745,38.0,dd.autoref,False,ok,True,247.79979139566422,309.65544283390045,38.0
30,63,7,3,7,200,True,3.821258433163166,4.191810730844736,0.9116008995933611,dd.cudd,True,ok,True,11.550262570381165,13.08484934270382,18.5,dd.autoref,False,ok,True,126.2701116502285,141.46091416478157,18.5
30,64,7,3,7,200,True,3.7735560908913612,4.247559700161219,0.8884056628440404,dd.cudd,True,ok,True,13.739801943302155,14.805467799305916,14.5,dd.autoref,False,ok,True,125.79979375004768,159.12996605038643,14.5
30,65,2,3,2,200,True,2.607954666018486,3.545053768903017,0.7356601157633478,dd.cudd,True,ok,True,3.8100406527519226,4.685018211603165,3.0,dd.autoref,False,ok,True,20.289793610572815,23.29004928469658,3.0
30,66,1,3,1,200,True,1.9700569100677967,3.3061602152884007,0.5958746043092005,dd.cudd,True,ok,True,2.7297064661979675,3.2351817935705185,2.0,dd.autoref,False,ok,True,8.920207619667053,9.130220860242844,2.0
30,67,3,3,3,200,True,2.460954710841179,3.2939063385128975,0.7471234631256176,dd.cudd,True,ok,True,4.710163921117783,5.1800161600112915,4.0,dd.autoref,False,ok,True,30.830036848783493,35.29014065861702,4.0
30,68,9,3,9,200,True,3.5507092252373695,4.363260231912136,0.8137743422379651,dd.cudd,True,ok,True,14.489982277154922,16.689999029040337,31.5,dd.autoref,False,ok,True,145.08003368973732,218.341127038002,31.5
30,69,3,3,3,200,True,3.014954272657633,3.9080600254237656,0.7714708200600655,dd.cudd,True,ok,True,5.630776286125183,6.185146048665047,4.0,dd.autoref,False,ok,True,40.94978794455528,46.980101615190506,4.0
30,70,7,3,7,200,True,4.453409928828478,4.67006117105484,0.9536084787134755,dd.cudd,True,ok,True,11.840369552373886,13.310229405760765,19.0,dd.autoref,False,ok,True,117.83000081777573,145.10098844766617,19.0
30,71,11,3,11,200,True,6.339463870972395,6.090863607823849,1.0408152733594647,dd.cudd,True,ok,True,21.940097212791443,24.37504008412361,50.0,dd.autoref,False,ok,True,324.00107011199,400.5860537290573,50.0
