corpus,role,id,cluster,live_k,structural_dag_nodes_source,unfolded_tree_nodes,ir_nodes,cm_instructions,cm_executed_bigint_ops,cm_executed_word_ops,cm_peak_live_word_buffers,raw_instructions,raw_executed_bigint_ops,raw_executed_word_ops,hash_ns_median,serde_ns_median,json_encode_ns_median,serde_bytes,compile_external_ns,ir_compile_ns,ir_canonicalize_ns,ir_rewrite_ns,ir_intern_ns,ir_live_vars_ns,lower_cm_ns_median,lower_raw_ns_median,raw_kernel_status,raw_flat_ns_median,raw_words_ns_median,cm_flat_ns_median,cm_words_ns_median,wrapper_current_ns_median,end_to_end_current_ns_median,raw_words_over_flat,cm_words_over_flat,wrapper_over_selected_bare,packed_sha256,packed_equal,output_bytes_exact,words_environment_bytes_estimate,raw_flat_temporary_bytes_estimate,raw_word_scratch_bytes_estimate,cm_word_scratch_bytes_estimate,max_kernel_temporary_bytes,kernel_batch,kernel_rounds,structural_hash
bx1,tuning,bx1-k3-3-2cf6fe6bc52c,mixed,3,6,7,6,3,5,4,2,3,5,4,10200.0,9400.0,11900.0,164,83100.0,80200.02860575914,4199.973773211241,7999.97360445559,17500.01683831215,6600.021151825786,13900.0,11500.0,ok,1396.0,1461.0,1513.0,2221.0,75400.0,245200.0,1.0465616045845272,1.4679444811632518,49.83476536682089,3973e022e93220f9212c18d0d0c543ae7c309e46640da93a4a0314de999f5112,True,1,0,7,0,0,268435456,100,5,2cf6fe6bc52ca9b0c580828a67d0e3b2
bx1,tuning,bx1-k3-4-6f4b1568a0b2,impeqv_dom,3,14,37,8,5,14,9,3,19,45,31,43600.0,28600.0,16500.0,363,217300.0,211600.01051612198,7800.001185387373,20099.920220673084,47699.984861537814,19099.999917671084,24000.0,44300.0,ok,6800.0,6880.0,1855.0,1946.0,23900.0,332500.0,1.011764705882353,1.049056603773585,12.884097035040432,50868f20258bbc9cce0da2719e8654c108733dd2f663b8737c574ec0ead93eb3,True,1,0,37,0,0,268435456,100,5,6f4b1568a0b24d9f538b69e1ddaf3168
bx1,tuning,bx1-k3-5-9d6635482dd7,mixed,3,6,6,6,3,8,5,2,3,8,5,8300.0,9400.0,10000.0,158,105100.0,101000.0123642385,0.0,2800.021320581436,30999.945010989904,8799.979696050286,19700.0,14100.0,ok,1875.0,1990.0,2255.0,2858.0,71600.0,297000.0,1.0613333333333332,1.2674057649667405,31.751662971175165,beead77994cf573341ec17b58bbf7eb34d2711c993c1d976b128b3188dc1829a,True,1,0,6,0,0,268435456,100,5,9d6635482dd776daa8fdfaeb834e3d4b
bx1,tuning,bx1-k3-6-6e2e20f77614,andor_dom,3,5,5,5,2,4,3,2,2,4,3,12900.0,12200.0,13700.0,139,112700.0,107500.00365078449,3900.0005926936865,8000.002708286047,24199.98054392636,8200.004231184721,18500.0,11300.0,ok,2146.0,2618.0,1878.0,2403.0,19700.0,130200.0,1.2199440820130476,1.279552715654952,10.489882854100106,9e076ceaf246b6003d9c2680a2b4cf0bffd069805902b0b5edeebf49039fe4bd,True,1,0,5,0,0,268435456,100,5,6e2e20f7761486ffa97f9643074ee08b
bx1,tuning,bx1-k3-7-7eea095f4c98,mixed,3,5,5,5,2,4,3,2,2,4,3,20800.0,10100.0,13500.0,138,126400.0,120300.01380480826,6299.989763647318,4500.0051613897085,32900.01768618822,11800.002539530396,20300.0,12100.0,ok,1903.0,1921.0,1606.0,1449.0,20000.0,114500.0,1.0094587493431424,0.902241594022416,12.453300124533001,3e151409ace91cb3394fecd59e92b5dc42c0aad29993a1858f2f70a0866a539b,True,1,0,5,0,0,268435456,100,5,7eea095f4c986451937dd28e2dc782e7
bx1,tuning,bx1-k3-8-a6d677a5a9c6,xor_dom,3,16,38,5,2,3,3,2,19,22,20,19600.0,29700.0,16100.0,413,186500.0,183399.99951422215,16400.12487769127,27099.973522126675,25699.991965666413,8999.98121894896,16000.0,35000.0,ok,6722.0,5678.0,1371.0,1610.0,22000.0,249000.0,0.8446890806307646,1.174325309992706,16.046681254558717,fe1dcd3abfcd6b1655a026e60a05d03a7f71e4b6070f36e6c7e9c4b6f3d3bf1b,True,1,0,38,0,0,268435456,100,5,a6d677a5a9c6e5a710b944d3546e59a6
bx1,tuning,bx1-k4-1-3d5e8d379589,andor_dom,4,9,11,9,5,11,8,4,5,11,8,15600.0,16100.0,12300.0,232,153000.0,148399.9949414283,5499.983672052622,13600.016245618463,32099.98249076307,15500.059816986322,20100.0,21800.0,ok,3765.0,3882.0,4103.0,4332.0,33100.0,205500.0,1.0310756972111554,1.0558128198878869,8.067267852790641,6b50da4c7475bcec045cadc909f0de41b16eb0a92ff8b1477f0020c937f044ec,True,2,0,22,0,0,268435456,100,5,3d5e8d3795898edaa2d1f391c12bd94e
bx1,tuning,bx1-k4-2-dc59c9d65758,andor_dom,4,8,9,8,4,4,4,3,4,4,4,24500.0,18100.0,34500.0,206,183600.0,179099.9958757311,10299.991117790341,13800.017768517137,40599.95990246534,17899.99078027904,27900.0,17800.0,ok,2943.0,2768.0,3152.0,3109.0,47300.0,261200.0,0.9405368671423717,0.9863578680203046,15.006345177664974,0c3f8fb85969c5f63bbb8cd980c4089845e43c24d46f2f3d36dac81ec4a6b5e9,True,2,0,18,0,0,268435456,100,5,dc59c9d65758cde975d26a122e6a5109
bx1,tuning,bx1-k4-3-ab064aa12f01,mixed,4,9,10,8,4,8,6,3,5,8,6,18200.0,17500.0,15300.0,226,164900.0,160600.00052675605,10799.994925037026,9999.98883344233,41599.93841312826,14099.99094903469,22600.0,16500.0,ok,2604.0,2773.0,1787.0,1881.0,23000.0,137200.0,1.064900153609831,1.0526021264689425,12.870733072188024,fc5c2283015b212d975b85e56b2a75aac4b50bd5aba30cbe74f62857c380bd47,True,2,0,20,0,0,268435456,100,5,ab064aa12f01ab07398c8f0813f4e1ad
bx1,tuning,bx1-k4-4-341296acd12a,andor_dom,4,8,9,8,4,6,5,3,4,6,5,23000.0,14100.0,11300.0,207,117400.0,114299.9972216785,6199.959898367524,10500.021744519472,25699.991965666413,11100.05541704595,22900.0,11500.0,ok,2474.0,1948.0,1827.0,2280.0,22800.0,169100.0,0.7873888439773646,1.2479474548440066,12.479474548440066,dc957fb3268bfbc0fe10280b72493204a4a93b515bc94d24bd3a535c3f1cec88,True,2,0,18,0,0,268435456,100,5,341296acd12a5b8fb41f5050d99bae4c
