corpus,id,live_k,ambient_n,op_family,shape,current_engine,cm_instructions,cse_flat_instructions,raw_instructions,cm_executed_bigint_ops,cse_flat_executed_bigint_ops,raw_executed_bigint_ops,cm_executed_word_ops,cse_flat_executed_word_ops,raw_executed_word_ops,cm_current_ns_median,cm_wrapper_ns_median,cse_flat_current_ns_median,raw_current_ns_median,cm_current_over_cse_flat_current,cm_wrapper_over_cse_flat_current,cm_current_over_raw_current,cm_wrapper_over_raw_current,cse_flat_current_over_raw_current,cm_flat_ns_median,cm_words_ns_median,cse_flat_flat_ns_median,cse_flat_words_ns_median,raw_flat_ns_median,raw_words_ns_median,truth_sha256_expected,packed_sha256,packed_equal_all_arms,batch,rounds
b2,b2-k4-mixed-shared-3-8ed832ddfd1a,4,4,mixed,shared,flat,13,13,27,29,29,48,22,22,37,4737.0,18828.0,5090.0,6736.0,0.9306483300589391,3.69901768172888,0.7032363420427553,2.795130641330166,0.7556413301662708,4739.0,5767.0,6848.0,5713.0,6784.0,6867.0,c0ba8a33ac67f44abff5984dfbb6f56c46b880ac2b86e1f23e7fa9c402c53ae7,c0ba8a33ac67f44abff5984dfbb6f56c46b880ac2b86e1f23e7fa9c402c53ae7,True,100,7
b2,b2-k4-mixed-shared-4-22af367a203f,4,4,mixed,shared,flat,9,9,18,24,24,40,18,18,29,4477.0,21292.0,4543.0,5879.0,0.9854721549636803,4.686770856262382,0.7615240687191699,3.6217043714917505,0.7727504677666269,4014.0,4236.0,4527.0,4721.0,5540.0,5665.0,339e8fdd18e00f5d48bda16256b4afabd5106771063c47c993e05676cd5264e9,339e8fdd18e00f5d48bda16256b4afabd5106771063c47c993e05676cd5264e9,True,100,7
b2,b2-k6-xor_dom-tree-1-bd603bfcb13b,6,6,xor_dom,tree,flat,4,4,6,8,8,8,7,7,7,3883.0,26406.0,4797.0,3839.0,0.8094642484886387,5.5046904315197,1.011461318051576,6.878353737952592,1.2495441521229487,2557.0,12590.0,3280.0,12853.0,2530.0,11524.0,134a2372b7a31f4577e0f1881cee72029d82b9b9f47e40e5367a07212656b59a,134a2372b7a31f4577e0f1881cee72029d82b9b9f47e40e5367a07212656b59a,True,100,7
b2,b2-k6-xor_dom-tree-2-186d01415e6e,6,6,xor_dom,tree,flat,1,1,5,5,5,5,5,5,5,1734.0,14110.0,2019.0,2128.0,0.8588410104011887,6.988608221892026,0.8148496240601504,6.6306390977443606,0.9487781954887218,1526.0,9096.0,1834.0,8811.0,1788.0,7399.0,1d32e4a54704fac550a359f8a10b86059decdcb9c5508b41ff340958805d1bc1,1d32e4a54704fac550a359f8a10b86059decdcb9c5508b41ff340958805d1bc1,True,100,7
b2,b2-k6-xor_dom-tree-3-db17c2d558b5,6,6,xor_dom,tree,flat,3,3,6,7,7,7,6,6,6,2004.0,13458.0,2310.0,2121.0,0.8675324675324675,5.825974025974026,0.9448373408769448,6.345120226308345,1.0891089108910892,2133.0,10112.0,2500.0,9828.0,2156.0,8584.0,3771c86aaf3420499795d6e04e7615973a08aa7d0e4e4225479b5e45d6d790e9,3771c86aaf3420499795d6e04e7615973a08aa7d0e4e4225479b5e45d6d790e9,True,100,7
b2,b2-k6-xor_dom-tree-4-55e169562c2e,6,6,xor_dom,tree,flat,5,5,7,10,10,10,8,8,8,2864.0,16793.0,3206.0,2793.0,0.8933250155957579,5.237991266375546,1.0254206945936268,6.012531328320802,1.1478696741854637,2528.0,12472.0,3336.0,13230.0,2499.0,11216.0,77ec00a4540ec379e53185390153ae3788621199fb76ecced5ba563d8587d205,77ec00a4540ec379e53185390153ae3788621199fb76ecced5ba563d8587d205,True,100,7
b2,b2-k6-xor_dom-shared-1-9e510ec73f56,6,6,xor_dom,shared,flat,8,8,25,18,22,28,16,20,26,3814.0,16169.0,4304.0,5622.0,0.8861524163568774,3.7567379182156135,0.6784062611170402,2.876022767698328,0.7655638562789043,3733.0,23547.0,4417.0,29580.0,5524.0,33480.0,2aec3bc90a539e122dd54736db4e4400e5b5007095003e6c684efddffc04cfad,2aec3bc90a539e122dd54736db4e4400e5b5007095003e6c684efddffc04cfad,True,100,7
b2,b2-k6-xor_dom-shared-2-b6c3c0a8013a,6,6,xor_dom,shared,flat,4,4,15,8,14,15,8,14,15,2587.0,15168.0,3087.0,3897.0,0.8380304502753483,4.913508260447036,0.66384398255068,3.8922247882986913,0.792147806004619,3749.0,20215.0,4195.0,24423.0,4039.0,22931.0,009e38e0d30da65985e43e9b34e826fd6f0eca25b432424470acf2b2d76135f2,009e38e0d30da65985e43e9b34e826fd6f0eca25b432424470acf2b2d76135f2,True,100,7
b2,b2-k6-xor_dom-shared-3-032bd0c6858d,6,6,xor_dom,shared,flat,7,7,23,17,21,35,14,18,29,3458.0,18403.0,4020.0,5888.0,0.8601990049751244,4.577860696517413,0.587296195652174,3.1255095108695654,0.6827445652173914,3532.0,20900.0,4112.0,29121.0,5805.0,39302.0,647e06729ebad981aa02e88ae05b3d081a43127e3d34b56fbde7c6413b78f788,647e06729ebad981aa02e88ae05b3d081a43127e3d34b56fbde7c6413b78f788,True,100,7
b2,b2-k6-xor_dom-shared-4-2ef76830fe72,6,6,xor_dom,shared,flat,4,10,42,8,21,81,7,18,59,2610.0,16451.0,4833.0,13737.0,0.5400372439478585,3.4038899234429962,0.18999781611705613,1.1975686103224867,0.35182354225813495,2434.0,11792.0,4677.0,25899.0,11196.0,80037.0,edef7ad9513057d8979adaa108d88fbe5f634f3a3dc3c66f9364ef7e8032213f,edef7ad9513057d8979adaa108d88fbe5f634f3a3dc3c66f9364ef7e8032213f,True,100,7
