n_vars,trial,expr_style,operator_pair_style,operator_diff_mode,operator_a,operator_b,quotient_a_minus_b_name,quotient_b_minus_a_name,symmetric_delta_name,overlap_name,same_operator,basis_vars,row_vars,col_vars,basis_aligned,basis_alignment_note,dense_shape,dense_elements,quotient_a_minus_b_matrix,quotient_b_minus_a_matrix,symmetric_delta_matrix,cm_quotient_a_minus_b_time_s,cm_quotient_b_minus_a_time_s,cm_symmetric_delta_time_s,cm_quotient_total_time_s,features_a,features_b,overlap_features,a_minus_b_features,b_minus_a_features,symmetric_delta_features,a_contains_b,b_contains_a,jaccard_features,semantic_delta_density,semantic_equivalent,structural_same,opdiff_semantic_equivalent,opdiff_structural_same
2,230,operator_table_2x2,operator_table_2x2,cm_quotient,L,X_AND_NOT_Y,AND,FALSE,AND,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;00,10;00,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,231,operator_table_2x2,operator_table_2x2,cm_quotient,L,NOT_X_AND_Y,L,NOT_X_AND_Y,OR,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;10,11;10,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,232,operator_table_2x2,operator_table_2x2,cm_quotient,L,IMP,X_AND_NOT_Y,NOT_L,NAND,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;11,01;11,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,233,operator_table_2x2,operator_table_2x2,cm_quotient,L,RIMP,FALSE,NOR,NOR,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;01,00;01,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,234,operator_table_2x2,operator_table_2x2,cm_quotient,L,OR,FALSE,NOT_X_AND_Y,NOT_X_AND_Y,L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;10,00;10,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,235,operator_table_2x2,operator_table_2x2,cm_quotient,L,NAND,AND,NOT_L,IMP,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;11,10;11,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,236,operator_table_2x2,operator_table_2x2,cm_quotient,L,R,X_AND_NOT_Y,NOT_X_AND_Y,XOR,AND,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,01;00,00;10,01;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,237,operator_table_2x2,operator_table_2x2,cm_quotient,L,NOT_R,AND,NOR,EQV,X_AND_NOT_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,10;00,00;01,10;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,238,operator_table_2x2,operator_table_2x2,cm_quotient,L,L,FALSE,FALSE,FALSE,L,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,2,2,2,0,0,0,True,True,1.0,,True,True,True,True
2,239,operator_table_2x2,operator_table_2x2,cm_quotient,L,NOT_L,L,NOT_L,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,11;00,00;11,11;11,0.0,0.0,0.0,0.0,2,2,0,2,2,4,False,False,0.0,,False,False,False,False
2,240,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,TRUE,FALSE,L,L,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,11;00,11;00,0.0,0.0,0.0,0.0,2,4,2,0,2,2,False,True,0.5,,False,False,False,False
2,241,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,FALSE,NOT_L,FALSE,NOT_L,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,00;00,00;11,0.0,0.0,0.0,0.0,2,0,0,2,0,2,True,False,0.0,,False,False,False,False
2,242,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,EQV,NOT_X_AND_Y,AND,R,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,10;00,10;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,243,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,XOR,NOR,X_AND_NOT_Y,NOT_R,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,01;00,01;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,244,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,AND,NOT_L,AND,IMP,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,10;00,10;11,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,245,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,NOR,NOT_X_AND_Y,FALSE,NOT_X_AND_Y,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,00;00,00;10,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,246,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,X_AND_NOT_Y,NOT_L,X_AND_NOT_Y,NAND,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,01;00,01;11,0.0,0.0,0.0,0.0,2,1,0,2,1,3,False,False,0.0,,False,False,False,False
2,247,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,NOT_X_AND_Y,NOR,FALSE,NOR,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,00;00,00;01,0.0,0.0,0.0,0.0,2,1,1,1,0,1,True,False,0.5,,False,False,False,False
2,248,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,IMP,FALSE,AND,AND,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,10;00,10;00,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,249,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,RIMP,NOT_X_AND_Y,L,OR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,11;00,11;10,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,250,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,OR,NOR,L,RIMP,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,11;00,11;01,0.0,0.0,0.0,0.0,2,3,1,1,2,3,False,False,0.25,,False,False,False,False
2,251,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,NAND,FALSE,X_AND_NOT_Y,X_AND_NOT_Y,NOT_L,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,01;00,01;00,0.0,0.0,0.0,0.0,2,3,2,0,1,1,False,True,0.6666666666666666,,False,False,False,False
2,252,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,R,NOR,AND,EQV,NOT_X_AND_Y,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;01,10;00,10;01,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,253,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,NOT_R,NOT_X_AND_Y,X_AND_NOT_Y,XOR,NOR,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;10,01;00,01;10,0.0,0.0,0.0,0.0,2,2,1,1,1,2,False,False,0.3333333333333333,,False,False,False,False
2,254,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,L,NOT_L,L,TRUE,FALSE,False,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;11,11;00,11;11,0.0,0.0,0.0,0.0,2,2,0,2,2,4,False,False,0.0,,False,False,False,False
2,255,operator_table_2x2,operator_table_2x2,cm_quotient,NOT_L,NOT_L,FALSE,FALSE,FALSE,NOT_L,True,"X,Y","X,!X","Y,!Y",True,"2x2 canonical rows X,!X and columns Y,!Y",2x2,4,00;00,00;00,00;00,0.0,0.0,0.0,0.0,2,2,2,0,0,0,True,True,1.0,,True,True,True,True
